npa,locality,canton,premium_region,bfs_number,commune,district,npa_spans_multiple_regions_flag,locality_spans_multiple_communes_flag
7134,Obersaxen,GR,3,3988,Obersaxen Mundaun,Surselva,0,1
7134,Obersaxen,GR,3,3981,Breil/Brigels,Surselva,0,1
7137,Flond,GR,3,3988,Obersaxen Mundaun,Surselva,0,0
7138,Surcuolm,GR,3,3988,Obersaxen Mundaun,Surselva,0,0
7141,Luven,GR,3,3619,Ilanz/Glion,Surselva,0,0
7142,Cumbel,GR,3,3618,Lumnezia,Surselva,0,0
7143,Morissen,GR,3,3618,Lumnezia,Surselva,0,0
7144,Vella,GR,3,3618,Lumnezia,Surselva,0,0
7145,Degen,GR,3,3618,Lumnezia,Surselva,0,0
7146,Vattiz,GR,3,3618,Lumnezia,Surselva,0,0
7147,Vignogn,GR,3,3618,Lumnezia,Surselva,0,0
7148,Lumbrein,GR,3,3618,Lumnezia,Surselva,0,0
7149,Vrin,GR,3,3618,Lumnezia,Surselva,0,0
7151,Schluein,GR,3,3582,Schluein,Surselva,0,0
7152,Sagogn,GR,3,3581,Sagogn,Surselva,0,0
7153,Falera,GR,3,3572,Falera,Surselva,0,0
7154,Ruschein,GR,3,3619,Ilanz/Glion,Surselva,0,0
7155,Ladir,GR,3,3619,Ilanz/Glion,Surselva,0,0
7156,Pigniu,GR,3,3619,Ilanz/Glion,Surselva,0,0
7156,Rueun,GR,3,3619,Ilanz/Glion,Surselva,0,0
7157,Siat,GR,3,3619,Ilanz/Glion,Surselva,0,0
7158,Waltensburg/Vuorz,GR,3,3981,Breil/Brigels,Surselva,0,0
7159,Andiast,GR,3,3981,Breil/Brigels,Surselva,0,0
7162,Tavanasa,GR,3,3981,Breil/Brigels,Surselva,0,0
7163,Danis,GR,3,3981,Breil/Brigels,Surselva,0,0
7164,Dardin,GR,3,3981,Breil/Brigels,Surselva,0,0
7165,Breil/Brigels,GR,3,3981,Breil/Brigels,Surselva,0,0
7166,Trun,GR,3,3987,Trun,Surselva,0,0
7167,Zignau,GR,3,3987,Trun,Surselva,0,0
7168,Schlans,GR,3,3987,Trun,Surselva,0,0
7172,Rabius,GR,3,3985,Sumvitg,Surselva,0,1
7172,Rabius,GR,3,3987,Trun,Surselva,0,1
7173,Surrein,GR,3,3985,Sumvitg,Surselva,0,0
7174,S. Benedetg,GR,3,3985,Sumvitg,Surselva,0,0
7175,Sumvitg,GR,3,3985,Sumvitg,Surselva,0,0
7176,Cumpadials,GR,3,3985,Sumvitg,Surselva,0,0
7180,Disentis/Mustér,GR,3,3985,Sumvitg,Surselva,0,1
7180,Disentis/Mustér,GR,3,3982,Disentis/Mustér,Surselva,0,1
7182,Cavardiras,GR,3,3982,Disentis/Mustér,Surselva,0,0
7183,Mumpé Medel,GR,3,3982,Disentis/Mustér,Surselva,0,0
7184,Curaglia,GR,3,3983,Medel (Lucmagn),Surselva,0,0
7185,Platta,GR,3,3983,Medel (Lucmagn),Surselva,0,0
7186,Segnas,GR,3,3982,Disentis/Mustér,Surselva,0,0
7187,Camischolas,GR,3,3986,Tujetsch,Surselva,0,0
7188,Sedrun,GR,3,3986,Tujetsch,Surselva,0,0
7189,Rueras,GR,3,3986,Tujetsch,Surselva,0,0
7202,Says,GR,2,3945,Trimmis,Landquart,0,0
7203,Trimmis,GR,2,3945,Trimmis,Landquart,0,0
7204,Untervaz,GR,2,3946,Untervaz,Landquart,0,1
7204,Untervaz,GR,2,3955,Landquart,Landquart,0,1
7205,Zizers,GR,2,3947,Zizers,Landquart,0,0
7206,Igis,GR,2,3955,Landquart,Landquart,0,0
7208,Malans GR,GR,2,3954,Malans,Landquart,0,0
7212,Seewis Dorf,GR,2,3972,Seewis im Prättigau,Prättigau / Davos,0,0
7212,Seewis-Pardisla,GR,2,3972,Seewis im Prättigau,Prättigau / Davos,0,0
7212,Seewis-Schmitten,GR,2,3972,Seewis im Prättigau,Prättigau / Davos,0,0
7213,Valzeina,GR,2,3945,Trimmis,Landquart,0,1
7213,Valzeina,GR,2,3961,Grüsch,Prättigau / Davos,0,1
7214,Grüsch,GR,2,3961,Grüsch,Prättigau / Davos,0,0
7215,Fanas,GR,2,3961,Grüsch,Prättigau / Davos,0,1
7215,Fanas,GR,2,3972,Seewis im Prättigau,Prättigau / Davos,0,1
7220,Schiers,GR,2,3962,Schiers,Prättigau / Davos,0,0
7222,Lunden,GR,2,3962,Schiers,Prättigau / Davos,0,1
7222,Lunden,GR,2,3891,Luzein,Prättigau / Davos,0,1
7223,Buchen im Prättigau,GR,2,3891,Luzein,Prättigau / Davos,0,0
7224,Putz,GR,2,3891,Luzein,Prättigau / Davos,0,0
7226,Fajauna,GR,2,3962,Schiers,Prättigau / Davos,0,1
7226,Stels,GR,2,3962,Schiers,Prättigau / Davos,0,1
7226,Stels,GR,2,3891,Luzein,Prättigau / Davos,0,1
7228,Pusserein,GR,2,3962,Schiers,Prättigau / Davos,0,0
7228,Schuders,GR,2,3962,Schiers,Prättigau / Davos,0,0
7231,Pragg-Jenaz,GR,2,3863,Jenaz,Prättigau / Davos,0,0
7232,Furna,GR,2,3862,Furna,Prättigau / Davos,0,1
7232,Furna,GR,2,3863,Jenaz,Prättigau / Davos,0,1
7233,Jenaz,GR,2,3863,Jenaz,Prättigau / Davos,0,0
7235,Fideris,GR,2,3861,Fideris,Prättigau / Davos,0,0
7240,Küblis,GR,2,3882,Küblis,Prättigau / Davos,0,1
7240,Küblis,GR,2,3891,Luzein,Prättigau / Davos,0,1
7241,Conters im Prättigau,GR,2,3881,Conters im Prättigau,Prättigau / Davos,0,0
7242,Luzein,GR,2,3891,Luzein,Prättigau / Davos,0,0
7243,Pany,GR,2,3891,Luzein,Prättigau / Davos,0,0
7244,Gadenstätt,GR,2,3891,Luzein,Prättigau / Davos,0,0
7245,Ascharina,GR,2,3891,Luzein,Prättigau / Davos,0,0
7246,St. Antönien,GR,2,3891,Luzein,Prättigau / Davos,0,0
7247,Saas im Prättigau,GR,2,3871,Klosters,Prättigau / Davos,0,0
7249,Serneus,GR,2,3871,Klosters,Prättigau / Davos,0,0
7250,Klosters,GR,2,3871,Klosters,Prättigau / Davos,0,0
7252,Klosters Dorf,GR,2,3871,Klosters,Prättigau / Davos,0,0
7260,Davos Dorf,GR,1,3921,Arosa,Plessur,1,0
7260,Davos Dorf,GR,2,3851,Davos,Prättigau / Davos,1,0
7265,Davos Wolfgang,GR,2,3851,Davos,Prättigau / Davos,0,1
7265,Davos Wolfgang,GR,2,3871,Klosters,Prättigau / Davos,0,1
7270,Davos Platz,GR,2,3851,Davos,Prättigau / Davos,0,0
7272,Davos Clavadel,GR,2,3851,Davos,Prättigau / Davos,0,0
7276,Davos Frauenkirch,GR,2,3851,Davos,Prättigau / Davos,0,0
7277,Davos Glaris,GR,2,3851,Davos,Prättigau / Davos,0,0
7278,Davos Monstein,GR,2,3851,Davos,Prättigau / Davos,0,0
7302,Landquart,GR,2,3953,Maienfeld,Landquart,0,1
7302,Landquart,GR,2,3955,Landquart,Landquart,0,1
7303,Mastrils,GR,2,3955,Landquart,Landquart,0,0
7304,Maienfeld,GR,2,3953,Maienfeld,Landquart,0,1
7304,Maienfeld,GR,2,3951,Fläsch,Landquart,0,1
7306,Fläsch,GR,2,3951,Fläsch,Landquart,0,0
7307,Jenins,GR,2,3952,Jenins,Landquart,0,0
7310,Bad Ragaz,SG,2,3291,Bad Ragaz,Sarganserland,0,0
7312,Pfäfers,SG,2,3294,Pfäfers,Sarganserland,0,0
7313,St. Margrethenberg,GR,2,3955,Landquart,Landquart,0,0
7313,St. Margrethenberg,SG,2,3294,Pfäfers,Sarganserland,0,0
7314,Vadura,SG,2,3294,Pfäfers,Sarganserland,0,0
7315,Vättis,GR,2,3733,Tamins,Imboden,0,0
7315,Vättis,SG,2,3294,Pfäfers,Sarganserland,0,0
7317,Valens,SG,2,3291,Bad Ragaz,Sarganserland,0,1
7317,Valens,SG,2,3294,Pfäfers,Sarganserland,0,1
7317,Vasön,SG,2,3294,Pfäfers,Sarganserland,0,1
7320,Sargans,SG,2,3296,Sargans,Sarganserland,0,0
7323,Wangs,SG,2,3297,Vilters-Wangs,Sarganserland,0,0
7324,Vilters,SG,2,3297,Vilters-Wangs,Sarganserland,0,0
7325,Schwendi im Weisstannental,SG,2,3293,Mels,Sarganserland,0,0
7326,Weisstannen,SG,2,3293,Mels,Sarganserland,0,0
7402,Bonaduz,GR,3,3672,Safiental,Surselva,1,0
7402,Bonaduz,GR,2,3721,Bonaduz,Imboden,1,0
7403,Rhäzüns,GR,2,3723,Rhäzüns,Imboden,0,0
7404,Feldis/Veulden,GR,3,3673,Domleschg,Viamala,0,0
7405,Rothenbrunnen,GR,3,3661,Cazis,Viamala,0,1
7405,Rothenbrunnen,GR,3,3637,Rothenbrunnen,Viamala,0,1
7407,Trans,GR,3,3673,Domleschg,Viamala,0,0
7408,Cazis,GR,3,3661,Cazis,Viamala,0,0
7411,Sils im Domleschg,GR,3,3640,Sils im Domleschg,Viamala,0,0
7412,Scharans,GR,3,3638,Scharans,Viamala,0,0
7413,Fürstenaubruck,GR,3,3633,Fürstenau,Viamala,0,0
7414,Fürstenau,GR,3,3633,Fürstenau,Viamala,0,0
7415,Pratval,GR,3,3673,Domleschg,Viamala,0,1
7415,Rodels,GR,3,3673,Domleschg,Viamala,0,1
7415,Rodels,GR,3,3661,Cazis,Viamala,0,1
7416,Almens,GR,3,3673,Domleschg,Viamala,0,0
7417,Paspels,GR,3,3673,Domleschg,Viamala,0,0
7418,Tumegl/Tomils,GR,3,3673,Domleschg,Viamala,0,0
7419,Scheid,GR,3,3673,Domleschg,Viamala,0,0
7421,Summaprada,GR,3,3661,Cazis,Viamala,0,1
7421,Summaprada,GR,3,3663,Masein,Viamala,0,1
7422,Tartar,GR,3,3661,Cazis,Viamala,0,0
7423,Portein,GR,3,3661,Cazis,Viamala,0,0
7423,Sarn,GR,3,3661,Cazis,Viamala,0,0
7424,Dalin,GR,3,3661,Cazis,Viamala,0,0
7424,Präz,GR,3,3661,Cazis,Viamala,0,0
7425,Masein,GR,3,3663,Masein,Viamala,0,0
7426,Flerden,GR,3,3662,Flerden,Viamala,0,0
7427,Urmein,GR,3,3670,Urmein,Viamala,0,0
7428,Tschappina,GR,3,3669,Tschappina,Viamala,0,0
7430,Rongellen,GR,3,3711,Rongellen,Viamala,0,1
7430,Thusis,GR,3,3668,Thusis,Viamala,0,1
7431,Mutten,GR,3,3668,Thusis,Viamala,0,0
7431,Obermutten,GR,3,3668,Thusis,Viamala,0,0
7432,Zillis,GR,3,3712,Zillis-Reischen,Viamala,0,0
7433,Donat,GR,3,3715,Muntogna da Schons,Viamala,0,0
7433,Lohn GR,GR,3,3715,Muntogna da Schons,Viamala,0,0
7433,Mathon,GR,3,3715,Muntogna da Schons,Viamala,0,0
7433,Wergenstein,GR,3,3715,Muntogna da Schons,Viamala,0,0
7434,Sufers,GR,3,3695,Sufers,Viamala,0,0
7435,Splügen,GR,3,3714,Rheinwald,Viamala,0,0
7436,Medels im Rheinwald,GR,3,3714,Rheinwald,Viamala,0,0
7437,Nufenen,GR,3,3714,Rheinwald,Viamala,0,0
7438,Hinterrhein,GR,3,3714,Rheinwald,Viamala,0,0
7440,Andeer,GR,3,3701,Andeer,Viamala,0,0
7442,Clugin,GR,3,3701,Andeer,Viamala,0,0
7443,Pignia,GR,3,3701,Andeer,Viamala,0,0
7444,Ausserferrera,GR,3,3713,Ferrera,Viamala,0,0
7445,Innerferrera,GR,3,3713,Ferrera,Viamala,0,0
7447,Avers,GR,2,3792,Bregaglia,Maloja,1,0
7447,Avers,GR,3,3681,Avers,Viamala,1,0
7448,Juf,GR,3,3681,Avers,Viamala,0,0
7450,Tiefencastel,GR,3,3506,Vaz/Obervaz,Albula,0,1
7450,Tiefencastel,GR,3,3542,Albula/Alvra,Albula,0,1
7451,Alvaschein,GR,3,3542,Albula/Alvra,Albula,0,0
7452,Cunter,GR,3,3543,Surses,Albula,0,0
7453,Tinizong,GR,3,3543,Surses,Albula,0,0
7454,Rona,GR,3,3543,Surses,Albula,0,0
7455,Mulegns,GR,3,3543,Surses,Albula,0,0
7456,Marmorera,GR,3,3543,Surses,Albula,0,0
7456,Sur,GR,3,3543,Surses,Albula,0,0
7457,Bivio,GR,3,3543,Surses,Albula,0,0
7458,Mon,GR,3,3542,Albula/Alvra,Albula,0,0
7459,Stierva,GR,3,3542,Albula/Alvra,Albula,0,0
7460,Savognin,GR,3,3543,Surses,Albula,0,0
7462,Salouf,GR,3,3543,Surses,Albula,0,0
7463,Riom,GR,3,3543,Surses,Albula,0,0
7464,Parsonz,GR,3,3543,Surses,Albula,0,0
7472,Surava,GR,3,3542,Albula/Alvra,Albula,0,0
7473,Alvaneu Bad,GR,3,3542,Albula/Alvra,Albula,0,0
7477,Filisur,GR,3,3544,Bergün Filisur,Albula,0,0
7482,Bergün/Bravuogn,GR,3,3544,Bergün Filisur,Albula,0,0
7482,Preda,GR,3,3544,Bergün Filisur,Albula,0,0
7482,Stugl/Stuls,GR,3,3544,Bergün Filisur,Albula,0,0
7484,Latsch,GR,3,3544,Bergün Filisur,Albula,0,0
7492,Alvaneu Dorf,GR,3,3542,Albula/Alvra,Albula,0,0
7493,Schmitten (Albula),GR,3,3514,Schmitten (GR),Albula,0,0
7494,Davos Wiesen,GR,3,3544,Bergün Filisur,Albula,1,0
7494,Davos Wiesen,GR,2,3851,Davos,Prättigau / Davos,1,0
7500,St. Moritz,GR,2,3787,St. Moritz,Maloja,0,1
7500,St. Moritz,GR,2,3782,Celerina/Schlarigna,Maloja,0,1
7502,Bever,GR,2,3781,Bever,Maloja,0,0
7503,Samedan,GR,2,3786,Samedan,Maloja,0,0
7504,Pontresina,GR,2,3784,Pontresina,Maloja,0,1
7504,Pontresina,GR,2,3786,Samedan,Maloja,0,1
7504,Pontresina,GR,2,3782,Celerina/Schlarigna,Maloja,0,1
7505,Celerina/Schlarigna,GR,2,3782,Celerina/Schlarigna,Maloja,0,0
7512,Champfèr,GR,2,3787,St. Moritz,Maloja,0,1
7512,Champfèr,GR,2,3790,Silvaplana,Maloja,0,1
7513,Silvaplana,GR,2,3790,Silvaplana,Maloja,0,0
7513,Silvaplana-Surlej,GR,2,3790,Silvaplana,Maloja,0,0
7514,Fex,GR,2,3789,Sils im Engadin/Segl,Maloja,0,0
7514,Sils/Segl Maria,GR,2,3789,Sils im Engadin/Segl,Maloja,0,0
7515,Sils/Segl Baselgia,GR,2,3789,Sils im Engadin/Segl,Maloja,0,0
7516,Maloja,GR,2,3792,Bregaglia,Maloja,0,0
7517,Plaun da Lej,GR,2,3789,Sils im Engadin/Segl,Maloja,0,0
7522,La Punt Chamues-ch,GR,2,3785,La Punt Chamues-ch,Maloja,0,0
7523,Madulain,GR,2,3783,Madulain,Maloja,0,0
7524,Zuoz,GR,2,3791,Zuoz,Maloja,0,0
7525,S-chanf,GR,2,3788,S-chanf,Maloja,0,0
7526,Chapella,GR,2,3788,S-chanf,Maloja,0,0
7526,Cinuos-chel,GR,2,3788,S-chanf,Maloja,0,0
7527,Brail,GR,2,3746,Zernez,Engiadina B./Val Müstair,0,0
7530,Zernez,GR,2,3746,Zernez,Engiadina B./Val Müstair,0,0
7532,Tschierv,GR,2,3847,Val Müstair,Engiadina B./Val Müstair,0,0
7533,Fuldera,GR,2,3847,Val Müstair,Engiadina B./Val Müstair,0,0
7534,Lü,GR,2,3847,Val Müstair,Engiadina B./Val Müstair,0,0
7535,Valchava,GR,2,3847,Val Müstair,Engiadina B./Val Müstair,0,0
7536,Sta. Maria Val Müstair,GR,2,3847,Val Müstair,Engiadina B./Val Müstair,0,0
7537,Müstair,GR,2,3847,Val Müstair,Engiadina B./Val Müstair,0,0
7542,Susch,GR,2,3746,Zernez,Engiadina B./Val Müstair,0,0
7543,Lavin,GR,2,3746,Zernez,Engiadina B./Val Müstair,0,0
7545,Guarda,GR,2,3762,Scuol,Engiadina B./Val Müstair,0,0
7546,Ardez,GR,2,3762,Scuol,Engiadina B./Val Müstair,0,0
7550,Scuol,GR,2,3762,Scuol,Engiadina B./Val Müstair,0,0
7551,Ftan,GR,2,3762,Scuol,Engiadina B./Val Müstair,0,0
7552,Vulpera,GR,2,3762,Scuol,Engiadina B./Val Müstair,0,0
7553,Tarasp,GR,2,3762,Scuol,Engiadina B./Val Müstair,0,0
7554,Sent,GR,2,3762,Scuol,Engiadina B./Val Müstair,0,0
7556,Ramosch,GR,2,3764,Valsot,Engiadina B./Val Müstair,0,0
7557,Vnà,GR,2,3762,Scuol,Engiadina B./Val Müstair,0,1
7557,Vnà,GR,2,3764,Valsot,Engiadina B./Val Müstair,0,1
7558,Strada,GR,2,3764,Valsot,Engiadina B./Val Müstair,0,0
7559,Tschlin,GR,2,3764,Valsot,Engiadina B./Val Müstair,0,0
7560,Martina,GR,2,3764,Valsot,Engiadina B./Val Müstair,0,0
7562,Samnaun-Compatsch,GR,2,3752,Samnaun,Engiadina B./Val Müstair,0,0
7563,Samnaun Dorf,GR,2,3752,Samnaun,Engiadina B./Val Müstair,0,0
7602,Casaccia,GR,2,3792,Bregaglia,Maloja,0,0
7603,Vicosoprano,GR,2,3792,Bregaglia,Maloja,0,0
7604,Borgonovo,GR,2,3792,Bregaglia,Maloja,0,0
7605,Stampa,GR,2,3792,Bregaglia,Maloja,0,0
7606,Bondo,GR,2,3792,Bregaglia,Maloja,0,0
7606,Promontogno,GR,2,3792,Bregaglia,Maloja,0,0
7608,Castasegna,GR,2,3792,Bregaglia,Maloja,0,0
7610,Soglio,GR,2,3792,Bregaglia,Maloja,0,0
7710,Alp Grüm,GR,2,3561,Poschiavo,Bernina,0,0
7710,Ospizio Bernina,GR,2,3561,Poschiavo,Bernina,0,0
7741,S. Carlo (Poschiavo),GR,2,3561,Poschiavo,Bernina,0,0
7742,La Rösa,GR,2,3561,Poschiavo,Bernina,0,0
7742,Poschiavo,GR,2,3561,Poschiavo,Bernina,0,0
7742,Sfazù,GR,2,3561,Poschiavo,Bernina,0,0
7743,Brusio,GR,2,3551,Brusio,Bernina,0,1
7743,Miralago,GR,2,3561,Poschiavo,Bernina,0,1
7743,Miralago,GR,2,3551,Brusio,Bernina,0,1
7744,Campocologno,GR,2,3551,Brusio,Bernina,0,0
7745,Li Curt,GR,2,3561,Poschiavo,Bernina,0,0
7746,Le Prese,GR,2,3561,Poschiavo,Bernina,0,0
7747,Viano,GR,2,3551,Brusio,Bernina,0,0
7748,Campascio,GR,2,3551,Brusio,Bernina,0,0
8001,Zürich,ZH,1,261,Zürich,Zürich,0,0
8002,Zürich,ZH,1,261,Zürich,Zürich,0,0
8003,Zürich,ZH,1,261,Zürich,Zürich,0,0
8004,Zürich,ZH,1,261,Zürich,Zürich,0,0
8005,Zürich,ZH,1,261,Zürich,Zürich,0,0
8006,Zürich,ZH,1,261,Zürich,Zürich,0,0
8008,Zürich,ZH,1,261,Zürich,Zürich,0,0
8032,Zürich,ZH,1,261,Zürich,Zürich,0,0
8037,Zürich,ZH,1,261,Zürich,Zürich,0,0
8038,Zürich,ZH,1,261,Zürich,Zürich,0,0
8041,Zürich,ZH,2,131,Adliswil,Horgen,1,0
8041,Zürich,ZH,1,261,Zürich,Zürich,1,0
8044,Gockhausen,ZH,2,191,Dübendorf,Uster,1,0
8044,Zürich,ZH,1,261,Zürich,Zürich,1,0
8045,Zürich,ZH,1,261,Zürich,Zürich,0,0
8046,Zürich,ZH,1,261,Zürich,Zürich,0,0
8047,Zürich,ZH,1,261,Zürich,Zürich,0,0
8048,Zürich,ZH,1,261,Zürich,Zürich,0,0
8049,Zürich,ZH,1,261,Zürich,Zürich,0,0
8050,Zürich,ZH,1,261,Zürich,Zürich,0,0
8051,Zürich,ZH,1,261,Zürich,Zürich,1,0
8051,Zürich,ZH,2,191,Dübendorf,Uster,1,0
8052,Zürich,ZH,2,97,Rümlang,Dielsdorf,1,0
8052,Zürich,ZH,1,261,Zürich,Zürich,1,0
8053,Zürich,ZH,1,261,Zürich,Zürich,0,0
8055,Zürich,ZH,1,261,Zürich,Zürich,0,0
8057,Zürich,ZH,1,261,Zürich,Zürich,0,0
8064,Zürich,ZH,1,261,Zürich,Zürich,0,0
8102,Oberengstringen,ZH,3,245,Oberengstringen,Dietikon,0,0
8103,Unterengstringen,ZH,3,249,Unterengstringen,Dietikon,0,0
8104,Weiningen ZH,ZH,3,251,Weiningen (ZH),Dietikon,0,0
8105,Regensdorf,ZH,2,96,Regensdorf,Dielsdorf,0,0
8105,Watt,ZH,2,96,Regensdorf,Dielsdorf,0,0
8106,Adlikon b. Regensdorf,ZH,2,96,Regensdorf,Dielsdorf,0,0
8107,Buchs ZH,ZH,3,83,Buchs (ZH),Dielsdorf,0,1
8107,Buchs ZH,ZH,3,94,Otelfingen,Dielsdorf,0,1
8108,Dällikon,ZH,3,84,Dällikon,Dielsdorf,0,0
8109,Kloster Fahr,AG,0,4048,Würenlos,Baden,0,0
8112,Otelfingen,ZH,3,94,Otelfingen,Dielsdorf,0,0
8113,Boppelsen,ZH,3,82,Boppelsen,Dielsdorf,0,0
8114,Dänikon ZH,ZH,3,85,Dänikon,Dielsdorf,0,0
8115,Hüttikon,ZH,3,87,Hüttikon,Dielsdorf,0,0
8117,Fällanden,ZH,2,193,Fällanden,Uster,0,0
8118,Pfaffhausen,ZH,2,193,Fällanden,Uster,0,0
8121,Benglen,ZH,2,193,Fällanden,Uster,0,0
8122,Binz,ZH,2,195,Maur,Uster,0,0
8123,Ebmatingen,ZH,2,195,Maur,Uster,0,0
8124,Maur,ZH,2,195,Maur,Uster,0,0
8125,Zollikerberg,ZH,2,161,Zollikon,Meilen,1,0
8125,Zollikerberg,ZH,1,261,Zürich,Zürich,1,0
8126,Zumikon,ZH,2,160,Zumikon,Meilen,0,0
8127,Forch,ZH,2,192,Egg,Uster,0,1
8127,Forch,ZH,2,154,Küsnacht (ZH),Meilen,0,1
8127,Forch,ZH,2,195,Maur,Uster,0,1
8132,Egg b. Zürich,ZH,2,192,Egg,Uster,0,1
8132,Hinteregg,ZH,2,192,Egg,Uster,0,1
8132,Hinteregg,ZH,2,195,Maur,Uster,0,1
8133,Esslingen,ZH,2,192,Egg,Uster,0,0
8134,Adliswil,ZH,2,131,Adliswil,Horgen,1,0
8134,Adliswil,ZH,1,261,Zürich,Zürich,1,0
8135,Langnau am Albis,ZH,3,136,Langnau am Albis,Horgen,1,0
8135,Langnau am Albis,ZH,2,295,Horgen,Horgen,1,0
8135,Sihlbrugg Station,ZH,2,295,Horgen,Horgen,1,0
8135,Sihlwald,ZH,2,295,Horgen,Horgen,1,0
8136,Gattikon,ZH,2,141,Thalwil,Horgen,0,0
8142,Uitikon Waldegg,ZH,3,248,Uitikon,Dietikon,1,0
8142,Uitikon Waldegg,ZH,3,242,Birmensdorf (ZH),Dietikon,1,0
8142,Uitikon Waldegg,ZH,1,261,Zürich,Zürich,1,0
8143,Stallikon,ZH,3,13,Stallikon,Affoltern,1,0
8143,Uetliberg,ZH,3,248,Uitikon,Dietikon,1,0
8143,Uetliberg,ZH,1,261,Zürich,Zürich,1,0
8143,Uetliberg,ZH,3,13,Stallikon,Affoltern,1,0
8152,Glattbrugg,ZH,2,97,Rümlang,Dielsdorf,1,0
8152,Glattbrugg,ZH,2,66,Opfikon,Bülach,1,0
8152,Glattbrugg,ZH,1,261,Zürich,Zürich,1,0
8152,Glattpark (Opfikon),ZH,2,66,Opfikon,Bülach,1,0
8152,Opfikon,ZH,2,66,Opfikon,Bülach,1,0
8153,Rümlang,ZH,2,97,Rümlang,Dielsdorf,0,0
8154,Oberglatt ZH,ZH,3,92,Oberglatt,Dielsdorf,0,0
8155,Nassenwil,ZH,3,90,Niederhasli,Dielsdorf,0,1
8155,Niederhasli,ZH,3,89,Niederglatt,Dielsdorf,0,1
8155,Niederhasli,ZH,3,90,Niederhasli,Dielsdorf,0,1
8155,Niederhasli,ZH,3,101,Steinmaur,Dielsdorf,0,1
8156,Oberhasli,ZH,3,90,Niederhasli,Dielsdorf,0,0
8157,Dielsdorf,ZH,3,86,Dielsdorf,Dielsdorf,0,0
8158,Regensberg,ZH,3,82,Boppelsen,Dielsdorf,0,1
8158,Regensberg,ZH,3,95,Regensberg,Dielsdorf,0,1
8162,Steinmaur,ZH,3,88,Neerach,Dielsdorf,0,1
8162,Steinmaur,ZH,3,101,Steinmaur,Dielsdorf,0,1
8162,Sünikon,ZH,3,101,Steinmaur,Dielsdorf,0,1
8164,Bachs,ZH,3,88,Neerach,Dielsdorf,0,1
8164,Bachs,ZH,3,81,Bachs,Dielsdorf,0,1
8165,Oberweningen,ZH,3,93,Oberweningen,Dielsdorf,0,1
8165,Schleinikon,ZH,3,98,Schleinikon,Dielsdorf,0,1
8165,Schöfflisdorf,ZH,3,99,Schöfflisdorf,Dielsdorf,0,1
8166,Niederweningen,ZH,3,91,Niederweningen,Dielsdorf,0,0
8172,Niederglatt ZH,ZH,3,89,Niederglatt,Dielsdorf,0,0
8173,Neerach,ZH,3,88,Neerach,Dielsdorf,0,0
8174,Stadel b. Niederglatt,ZH,3,88,Neerach,Dielsdorf,0,1
8174,Stadel b. Niederglatt,ZH,3,100,Stadel,Dielsdorf,0,1
8175,Windlach,ZH,3,100,Stadel,Dielsdorf,0,0
8180,Bülach,ZH,3,72,Winkel,Bülach,0,1
8180,Bülach,ZH,3,58,Glattfelden,Bülach,0,1
8180,Bülach,ZH,3,51,Bachenbülach,Bülach,0,1
8180,Bülach,ZH,3,53,Bülach,Bülach,0,1
8181,Höri,ZH,3,60,Höri,Bülach,0,0
8182,Hochfelden,ZH,3,59,Hochfelden,Bülach,0,0
8184,Bachenbülach,ZH,3,51,Bachenbülach,Bülach,0,0
8185,Winkel,ZH,3,72,Winkel,Bülach,0,0
8187,Weiach,ZH,3,102,Weiach,Dielsdorf,0,0
8192,Glattfelden,ZH,3,58,Glattfelden,Bülach,0,1
8192,Glattfelden,ZH,3,59,Hochfelden,Bülach,0,1
8192,Glattfelden,ZH,3,53,Bülach,Bülach,0,1
8192,Zweidlen,ZH,3,58,Glattfelden,Bülach,0,1
8193,Eglisau,ZH,3,58,Glattfelden,Bülach,0,1
8193,Eglisau,ZH,3,55,Eglisau,Bülach,0,1
8194,Hüntwangen,ZH,3,61,Hüntwangen,Bülach,0,0
8195,Wasterkingen,ZH,3,70,Wasterkingen,Bülach,0,0
8196,Wil ZH,ZH,3,61,Hüntwangen,Bülach,0,1
8196,Wil ZH,ZH,3,70,Wasterkingen,Bülach,0,1
8196,Wil ZH,ZH,3,71,Wil (ZH),Bülach,0,1
8197,Rafz,ZH,3,67,Rafz,Bülach,0,1
8197,Rafz,ZH,3,55,Eglisau,Bülach,0,1
8200,Schaffhausen,SH,1,2937,Neuhausen am Rheinfall,Schaffhausen,1,0
8200,Schaffhausen,SH,2,2914,Büttenhardt,Reiat,1,0
8200,Schaffhausen,SH,1,2939,Schaffhausen,Schaffhausen,1,0
8203,Schaffhausen,SH,1,2939,Schaffhausen,Schaffhausen,0,0
8207,Schaffhausen,SH,1,2939,Schaffhausen,Schaffhausen,0,0
8212,Neuhausen am Rheinfall,SH,1,2937,Neuhausen am Rheinfall,Schaffhausen,1,0
8212,Neuhausen am Rheinfall,SH,1,2939,Schaffhausen,Schaffhausen,1,0
8212,Nohl,ZH,3,34,Laufen-Uhwiesen,Andelfingen,1,0
8213,Neunkirch,SH,2,2904,Neunkirch,Oberklettgau,0,0
8214,Gächlingen,SH,2,2901,Gächlingen,Oberklettgau,0,0
8215,Hallau,SH,2,2971,Hallau,Unterklettgau,0,0
8216,Oberhallau,SH,2,2972,Oberhallau,Unterklettgau,0,0
8217,Wilchingen,SH,2,2904,Neunkirch,Oberklettgau,0,1
